window,alive_nodes,alive_links,n_clusters,n_encapsulated,n_candidates,max_size,max_density_ratio,max_seen_count,mean_inner_entropy,max_inner_entropy,total_inner_triangles,motif_recurrence_count,encap_events_total,dissolve_events_total,hardened_links_count,k_star,entropy,entropy_delta,milestone,physics_seconds,max_lifespan,mean_continuity,max_continuity,mean_turnover_rate,pd_p_count,pd_d_count,pd_both_count,resonant_incorporations,dissonant_incorporations,resonant_rejections,dissonant_rejections,resonance_total_events,resonance_ratio,personalities_recorded,max_relaxed_lifespan,max_strict_lifespan,identity_stable,identity_drift,identity_new,identity_reformation,mean_jaccard,motif_alpha,motif_beta,motif_gamma,cooled_nodes,mean_cooling_factor,z_hardened,z_softened,z_tensioned,alpha_t,compound_restore,inert_penalty,delta_L,delta_Z0,drift_applied,mean_h_age,max_h_age,mean_h_res,max_h_res,mean_h_str,max_h_str,mature_links,rigid_links,brittle_links,hist_matured,hist_snapped,hist_suppressed,avalanche_events,cascade_links,void_mean_V,void_max_V,void_active_nodes,gen_births,gen_candidates,gen_max_T,gen_max_delta,void_consumed,void_deposited,proliferation_pi,void_induced_births,void_total_mass,void_variance,void_isolated_high,void_active_neighbor_high,void_diffusion_events,void_to_active,void_c_diff,cascade_splashes,r0_to_rplus,rplus_to_r0,total_rplus,total_r0,amplified_pairs,echo_deposits,echo_latent_total,reforms_alive,reformations,v_energy,v_recurrence_n,v_motifs,v_labels,v_born,v_died,v_torque_n,v_torque_mean,v_torque_success
44,4544,2556,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8911,0.0487,1,32.3,1,0.0,0.0,0.0,0,0,0,0,0,6,10,16,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1253,1265,60830,0.00034,0.506174,0.018085,24,-4,0,0.0462,0.332,0.0006,0.36,0.1145,0.7,0,0,1,1338,8,3,0,0,0.0001,0.0531,1,5,5,0.000469,1.5e-05,1,2.604,0.062598,0,0.383,1e-06,0,1,73,63,0.001,0,5,2,3,2553,761030,0,0.0,0,0,556.7216,362,1,179,0,0,630,0.596555,41.9494
45,4532,2602,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8113,-0.0798,1,32.4,1,0.0,0.0,0.0,0,0,0,0,0,3,9,12,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,890,965,60507,0.000799,0.506119,0.018103,70,-11,1,0.0451,0.342,0.0004,0.39,0.1123,0.63,0,0,0,790,7,2,0,0,0.0001,0.1559,1,5,5,0.000574,0.00043,1,2.054,0.053805,0,0.4814,5e-06,1,0,134,129,0.0011,0,9,8,0,2602,758464,0,0.0,0,0,548.4503,362,0,179,0,0,630,0.607507,35.9353
46,4528,2581,1,0,1,4,1.0,1,0,0,0,0,0,0,0,0,0.8113,-1.0,1,31.3,1,0.0,0.0,0.0,0,0,0,0,0,3,9,12,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,791,983,62924,0.00031,0.506119,0.018103,-21,1,0,0.0458,0.316,0.0002,0.09,0.1142,0.685,0,0,0,715,2,0,0,0,0.0001,0.001,0,2,2,0.000386,0.000197,1,0.56,0.015498,0,0.3251,0.0,0,0,23,22,0.001,0,4,0,3,2578,757406,0,0.0,0,0,552.9679,365,1,180,1,0,634,0.591211,40.9622
47,4522,2687,2,0,2,5,0.6667,1,0,0,0,0,0,0,0,0,1.0,0.1887,1,32.0,1,0.0,0.0,0.0,0,0,0,0,0,3,9,12,0.0,0,1,1,0,0,2,0,0.0,0,0,0,1,0.9773,621,953,62502,0.000948,0.506119,0.018103,85,5,0,0.0446,0.364,0.0003,0.09,0.1112,0.67,0,0,0,571,3,0,0,0,0.0001,0.001,0,0,0,0.000108,0.0,0,0.882,0.02233,0,0.3241,0.0,0,0,0,0,0.001,0,10,7,5,2682,757396,0,0.0,0,0,543.8176,367,1,180,1,1,633,0.592179,30.652
48,4517,2702,1,0,1,3,0.3333,1,0,0,0,0,0,0,0,0,0.9183,-0.0817,2,31.4,1,0.0,0.0,0.0,0,0,0,0,0,5,10,15,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,345,907,64565,0.001097,0.506009,0.018092,100,5,1,0.0457,0.216,0.0008,0.18,0.1134,0.54,0,0,0,641,3,0,0,0,0.0001,0.001,0,2,2,0.000199,0.000174,0,1.008,0.022206,0,0.325,0.0,0,0,7,6,0.001,0,13,6,10,2692,755822,0,0.0,0,0,542.4203,372,2,179,1,2,632,0.592858,35.8114
49,4511,2601,1,0,1,4,0.25,1,0,0,0,0,0,0,0,3,1.5219,0.6036,2,32.2,1,0.0,0.0,0.0,0,0,0,0,0,6,21,27,0.0,0,1,1,0,0,1,0,0.0,0,0,0,1,0.98,954,816,61778,0.001107,0.506009,0.018092,-101,-10,0,0.0469,0.308,0.0013,0.33,0.1159,0.66,0,0,0,1160,0,10,0,0,0.0001,0.001,0,0,0,0.0,0.0,0,0.0,0.0,0,0.325,0.0,0,0,0,0,0,0,22,9,14,2587,754382,0,0.0,0,0,547.0294,376,3,180,1,0,635,0.618485,38.844
50,4502,2690,3,0,3,5,0.6857,1,0,0,0,0,0,0,0,0,1.0,-0.5219,2,31.2,1,0.0,0.0,0.0,0,0,0,0,0,9,22,31,0.0,0,1,1,0,0,3,0,0.0,0,0,0,0,1.0,1120,695,60273,0.00022,0.506009,0.018092,-12,-11,0,0.0472,0.38,0.0014,0.42,0.1165,0.66,0,0,0,1536,8,9,0,0,0.0001,0.1352,1,0,0,0.0,0.0,0,1.68,0.059479,0,0.4646,4e-06,1,0,32,16,0.0011,0,18,9,19,2671,751336,2,0.0649,0,0,552.1061,391,4,183,3,0,645,0.611925,33.675
51,4497,2602,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.5219,0.5219,2,32.1,1,0.0,0.0,0.0,0,0,0,0,0,9,22,31,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,915,643,62351,0.001097,0.506119,0.018112,-100,-9,1,0.0467,0.314,0.0009,0.3,0.1156,0.65,0,0,0,1390,7,4,0,0,0.0001,0.0212,1,6,6,0.00052,6.6e-05,2,1.796,0.053805,0,0.3443,0.0,0,1,9,7,0.001,0,13,15,6,2596,748030,1,0.0751,0,0,555.4064,382,1,184,1,0,647,0.610545,36.5064
52,4488,2673,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.371,-0.151,1,31.2,1,0.0,0.0,0.0,0,0,0,0,0,15,27,42,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,783,611,62550,0.000809,0.506119,0.018112,71,-6,0,0.0464,0.276,0.0008,0.3,0.1153,0.675,0,0,0,1255,3,5,0,0,0.0001,0.001,0,0,0,0.000442,0.0,0,0.894,0.022447,0,0.3231,0.0,0,0,0,0,0.001,0,4,4,5,2668,745180,0,0.0,0,0,548.6666,381,1,184,0,0,646,0.590476,36.7146
53,4479,2595,2,0,2,5,0.6667,1,0,0,0,0,0,0,0,3,1.371,0.0,1,32.2,1,0.0,0.0,0.0,0,0,0,0,0,14,23,37,0.0,0,1,1,0,0,2,0,0.0,0,0,0,0,1.0,748,525,63731,0.00017,0.506119,0.018112,-7,0,0,0.0469,0.372,0.0008,0.36,0.1164,0.69,0,0,0,906,7,5,0,0,0.0001,0.1716,1,7,7,0.000194,0.000192,2,1.754,0.05395,0,0.5016,7e-06,1,0,77,44,0.0011,0,19,7,12,2583,744102,1,0.0106,0,0,560.6282,393,3,187,3,0,658,0.608539,36.7528
54,4469,2750,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8113,0.4403,1,32.3,1,0.0,0.0,0.0,0,0,0,0,0,14,23,37,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1254,619,61300,0.001569,0.505888,0.018115,148,-1,1,0.0458,0.338,0.0005,0.09,0.1133,0.695,0,0,0,1173,4,0,0,0,0.0001,0.0011,0,4,4,0.000498,3.4e-05,0,1.216,0.029091,0,0.3294,0.0,0,0,114,92,0.001,0,14,19,0,2750,742606,0,0.0,0,0,555.7893,381,0,186,0,1,655,0.59634,36.6056
55,4463,2626,1,0,1,4,0.6,1,0,0,0,0,0,0,0,3,1.371,-0.4403,1,32.2,1,0.0,0.0,0.0,0,0,0,0,0,18,27,45,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1182,542,63225,0.001334,0.505888,0.018115,-124,1,0,0.0465,0.306,0.0006,0.09,0.1151,0.66,0,0,0,1510,4,0,0,0,0.0001,0.0011,0,2,2,0.000197,2.9e-05,1,1.18,0.030465,0,0.3291,0.0,0,0,0,0,0.001,0,13,6,4,2622,741322,0,0.0,0,0,547.916,385,1,187,1,0,658,0.5824,28.8882
56,4458,2657,1,0,1,5,0.3429,1,0,0,0,0,0,0,0,3,0.7219,-0.649,1,32.1,1,0.0,0.0,0.0,0,0,0,0,0,18,27,45,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,932,551,63931,0.001027,0.505888,0.018115,-93,4,0,0.0474,0.336,0.0005,0.09,0.1179,0.64,0,0,0,1186,7,0,0,0,0.0001,0.0011,0,2,2,0.000254,6e-06,1,2.062,0.052691,0,0.3291,0.0,0,0,4,2,0.001,0,12,7,5,2652,736988,0,0.0,0,0,550.1084,386,1,187,1,1,660,0.619084,43.6852
57,4447,2669,1,0,1,4,0.5,1,0,0,0,0,0,0,0,3,1.9056,1.1837,2,31.6,1,0.0,0.0,0.0,0,0,0,0,0,21,29,50,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,809,379,63225,0.000908,0.505961,0.018115,-81,0,1,0.0459,0.24,0.0003,0.09,0.1143,0.6,0,0,0,931,3,0,0,0,0.0001,0.1712,1,0,0,0.000853,0.0,0,0.954,0.02248,0,0.5002,7e-06,1,0,89,89,0.0011,0,17,12,4,2665,734158,0,0.0,0,0,550.7542,385,1,184,1,4,650,0.609169,36.6026
58,4439,2679,3,0,3,5,0.6,1,0,0,0,0,0,0,0,3,1.971,0.0653,2,32.2,1,0.0,0.0,0.0,0,0,0,0,0,20,34,54,0.0,0,1,1,0,0,3,0,0.0,0,0,0,0,1.0,1137,357,61890,0.0002,0.505961,0.018115,10,-3,0,0.0451,0.278,0.0006,0.12,0.1118,0.695,0,0,0,997,0,0,0,0,0.0001,0.001,0,2,2,0.000185,8.8e-05,0,0.0,0.0,0,0.3285,0.0,0,0,102,101,0.0011,0,18,3,15,2664,730654,0,0.0,0,0,565.3781,396,3,186,3,1,659,0.601279,35.3166
59,4426,2652,1,0,1,3,0.0,2,0,0,0,0,0,0,0,3,1.9656,-0.0054,2,31.9,1,0.0,0.0,0.0,0,0,0,0,0,20,28,48,0.0,0,2,2,0,1,0,0,0.6,0,0,0,0,1.0,1997,396,63361,0.00027,0.505961,0.018115,-17,-3,0,0.0465,0.312,0.0013,0.27,0.1148,0.67,0,0,0,1776,6,5,0,0,0.0001,0.1656,2,0,0,0.0,0.0,5,1.746,0.045249,0,0.6133,9e-06,2,0,352,227,0.0012,0,13,13,10,2642,729524,0,0.0,0,0,564.7351,391,2,185,0,1,653,0.60487,33.4733
60,4418,2744,1,0,1,4,1.0,1,0,0,0,0,0,0,0,3,1.9363,-0.0293,2,31.4,2,0.6,0.6,0.0333,0,0,0,0,0,23,38,61,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1956,340,62558,0.000849,0.505898,0.018113,75,1,1,0.0466,0.334,0.0013,0.36,0.1149,0.67,0,0,0,1886,10,9,0,0,0.0001,0.0026,0,9,9,0.000383,0.000325,3,2.708,0.072886,0,0.3392,0.0,0,0,160,135,0.001,0,4,3,9,2735,725200,1,0.0481,0,0,554.1194,395,2,186,1,0,657,0.619057,30.9751
61,4412,2701,2,0,2,5,1.6,1,0,0,0,0,0,0,0,3,1.9808,0.0446,2,32.0,2,0.6,0.6,0.0333,0,0,0,0,0,22,41,63,0.0,0,1,1,0,0,2,0,0.0,0,0,0,0,1.0,1733,284,62338,0.00053,0.505898,0.018113,-43,-3,0,0.0463,0.392,0.0013,0.48,0.1144,0.7,0,0,1,1520,9,5,0,0,0.0001,0.0217,1,0,0,0.000601,0.0,0,2.678,0.066642,0,0.3759,0.0,0,1,18,18,0.001,0,14,6,13,2688,726326,0,0.0,0,0,560.0787,399,3,187,2,1,663,0.58919,36.5804
62,4409,2647,1,0,1,5,0.45,1,0,0,0,0,0,0,0,3,1.5613,-0.4195,2,31.9,2,0.6,0.6,0.0364,0,0,0,0,0,18,39,57,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1397,299,61917,0.001067,0.505898,0.018113,-97,1,0,0.0467,0.452,0.0012,0.51,0.1151,0.675,0,2,0,1439,9,8,0,0,0.0001,0.001,0,9,9,0.000711,0.000382,1,2.652,0.068001,0,0.341,0.0,0,0,23,14,0.001,0,13,12,10,2637,723364,1,0.0197,0,0,556.1094,401,2,188,1,0,667,0.60106,37.2205
63,4405,2716,2,0,2,3,0.5333,2,0,0,0,0,0,0,0,3,1.8955,0.3342,2,30.9,2,0.6,0.6,0.0333,0,0,0,0,0,19,42,61,0.0,0,2,2,0,1,1,0,0.6,0,0,0,0,1.0,1261,331,62300,0.00038,0.505909,0.018115,-28,-2,1,0.0464,0.302,0.0013,0.36,0.1143,0.605,0,0,0,1264,4,10,0,0,0.0001,0.001,0,0,0,0.000646,0.0,0,1.024,0.029455,0,0.3407,0.0,0,0,4,4,0.001,0,17,11,8,2708,719452,1,0.0115,0,0,562.7708,404,2,187,1,2,664,0.62997,39.8074
64,4393,2659,1,0,1,3,0.6667,1,0,0,0,0,0,0,0,3,1.9808,0.0854,2,31.9,2,0.6,0.6,0.0615,0,0,0,0,0,23,46,69,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1601,345,62918,0.000669,0.505909,0.018115,-57,1,0,0.0465,0.318,0.0009,0.33,0.1149,0.695,0,0,0,1547,5,5,0,0,0.0001,0.001,0,4,4,0.000245,0.000143,0,1.258,0.037608,0,0.3422,0.0,0,0,10,7,0.001,0,11,9,5,2654,718926,1,0.1048,0,0,545.7278,406,1,188,1,0,667,0.594933,30.6284
65,4384,2656,1,0,1,3,0.3333,1,0,0,0,0,0,0,0,3,1.922,-0.0588,2,31.7,2,0.6,0.6,0.0667,0,0,0,0,0,22,50,72,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,2159,338,63517,0.000699,0.505909,0.018115,-60,-3,0,0.0477,0.416,0.001,0.33,0.1179,0.64,0,0,0,1652,7,9,0,0,0.0001,0.0068,0,6,6,0.000322,0.00023,0,2.038,0.052711,0,0.3538,0.0,0,0,91,68,0.001,0,11,5,8,2648,715696,0,0.0,0,0,552.2804,409,2,187,1,2,665,0.598982,41.1883
66,4374,2746,1,0,1,4,0.3,1,0,0,0,0,0,0,0,3,1.8113,-0.1107,2,31.2,2,0.6,0.6,0.0615,0,0,0,0,0,23,55,78,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,2170,400,65619,0.0004,0.505897,0.018115,30,0,1,0.0472,0.452,0.0007,0.33,0.1169,0.685,0,0,0,1694,8,6,0,0,0.0001,0.1352,1,7,7,0.000567,0.000245,0,2.252,0.058266,0,0.4857,4e-06,1,0,95,83,0.0011,0,7,9,4,2742,711248,1,0.137,0,0,556.5309,410,1,187,1,1,665,0.605145,37.7821
67,4364,2641,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.5219,-0.2894,2,31.9,2,0.6,0.6,0.0615,0,0,0,0,0,21,56,77,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1118,277,63519,0.001146,0.505897,0.018115,-105,-1,0,0.0464,0.354,0.0005,0.33,0.115,0.58,0,0,0,1101,7,3,0,0,0.0001,0.001,0,11,11,0.00056,0.000378,1,2.166,0.05301,0,0.3525,0.0,0,0,90,66,0.0011,0,12,10,0,2641,708946,0,0.0,0,0,547.2809,406,0,187,0,0,664,0.611692,33.8985
68,4360,2737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-1.5219,1,30.8,2,0.6,0.6,0.0667,0,0,0,0,0,22,53,75,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,321,273,61890,0.00019,0.505897,0.018115,-9,-1,0,0.046,0.346,0.0002,0.09,0.1146,0.62,0,0,0,588,0,0,0,0,0.0001,0.001,0,0,0,0.0,0.0,0,0.0,0.0,0,0.3525,0.0,0,0,0,0,0,0,6,1,1,2736,707252,0,0.0,0,0,536.3166,407,0,185,0,2,659,0.590945,32.5074
69,4351,2592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.5,1,31.8,2,0.6,0.6,0.0727,0,0,0,0,0,21,48,69,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,248,242,62853,0.001628,0.506145,0.018131,-154,-5,1,0.0454,0.224,0.0,0.03,0.1132,0.38,0,0,0,312,3,0,0,0,0.0001,0.001,0,0,0,0.0,0.0,0,1.01,0.023148,0,0.3525,0.0,0,0,0,0,0.001,0,7,2,1,2591,706394,0,0.0,0,0,537.4417,407,0,185,0,0,659,0.595552,39.7889
70,4349,2562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.585,0.085,1,30.8,2,0.6,0.6,0.0889,0,0,0,0,0,15,44,59,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,243,255,61376,0.0004,0.506145,0.018131,-30,3,0,0.0459,0.21,0.0,0.03,0.1147,0.525,0,0,0,195,0,0,0,0,0.0001,0.001,0,0,0,0.0,0.0,0,0.0,0.0,0,0.3525,0.0,0,0,0,0,0,0,0,1,0,2562,708440,0,0.0,0,0,533.6971,406,0,185,0,0,659,0.602512,35.0267
71,4346,2579,1,0,1,4,1.125,1,0,0,0,0,0,0,0,0,1.0,-0.585,1,32.0,2,0.6,0.6,0.05,0,0,0,0,0,14,30,44,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,365,169,61384,0.00023,0.506145,0.018131,-13,1,0,0.0454,0.294,0.0001,0.06,0.1132,0.57,0,0,0,292,1,0,0,0,0.0001,0.001,0,0,0,0.0,0.0,0,0.28,0.007755,0,0.3525,0.0,0,0,0,0,0.001,0,8,2,4,2575,708660,0,0.0,0,0,536.5578,410,1,185,1,1,661,0.602277,42.1503
72,4342,2647,1,0,1,5,0.8,1,0,0,0,0,0,0,0,3,1.5,0.5,1,31.0,2,0.6,0.6,0.05,0,0,0,0,0,12,26,38,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,451,214,63131,0.000649,0.50611,0.018128,55,2,1,0.0455,0.256,0.0005,0.18,0.1131,0.64,0,0,0,520,3,0,0,0,0.0001,0.001,0,0,0,6.9e-05,0.0,0,0.924,0.022667,0,0.3525,0.0,0,0,0,0,0.001,0,16,7,8,2639,708856,0,0.0,0,0,530.4754,414,2,183,1,3,657,0.606366,35.2653
73,4337,2555,2,0,2,3,0.5333,1,0,0,0,0,0,0,0,3,1.5,0.0,2,32.0,2,0.6,0.6,0.0571,0,0,0,0,0,12,26,38,0.0,0,1,1,0,0,2,0,0.0,0,0,0,0,1.0,1000,199,61007,0.001017,0.50611,0.018128,-92,-1,0,0.0457,0.28,0.0007,0.33,0.1134,0.61,0,0,0,909,3,4,0,0,0.0001,0.001,0,4,4,0.000153,0.000125,0,0.56,0.023483,0,0.3535,0.0,0,0,8,4,0.0011,0,13,9,6,2549,706648,1,0.089,0,0,525.5619,413,2,184,1,0,658,0.617484,36.7583
74,4331,2644,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.5567,0.0567,2,31.0,2,0.6,0.6,0.0444,0,0,0,0,0,15,26,41,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1175,179,60805,0.00013,0.50611,0.018128,-3,1,0,0.0465,0.38,0.0007,0.33,0.1153,0.625,0,0,0,1445,2,2,0,0,0.0001,0.001,0,2,2,0.000175,0.000106,0,0.588,0.015129,0,0.3535,0.0,0,0,5,4,0.001,0,5,6,5,2639,705526,0,0.0,0,0,520.0137,415,1,185,1,0,661,0.598327,35.5265
75,4326,2536,1,0,1,3,0.3333,1,0,0,0,0,0,0,0,3,1.5567,0.0,1,32.0,1,0.0,0.0,0.0,0,0,0,0,0,9,22,31,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1226,200,62191,0.001205,0.506243,0.018126,-111,1,1,0.0461,0.35,0.0007,0.24,0.1146,0.68,0,0,0,1397,8,5,0,0,0.0001,0.0022,0,0,0,0.000144,0.0,2,2.126,0.063091,0,0.3553,0.0,0,0,48,36,0.001,0,12,12,0,2536,703900,1,0.0105,0,0,520.108,410,0,185,0,0,661,0.608138,36.86
76,4321,2572,3,0,3,5,1.2,1,0,0,0,0,0,0,0,3,1.761,0.2043,1,31.0,1,0.0,0.0,0.0,0,0,0,0,0,8,17,25,0.0,0,1,1,0,0,3,0,0.0,0,0,1,0,1.0,1167,210,62238,0.00046,0.506243,0.018126,36,-3,0,0.0453,0.368,0.0005,0.24,0.1124,0.64,0,0,0,787,7,2,0,0,0.0001,0.001,0,2,2,0.000998,0.000373,0,2.136,0.054432,0,0.3545,0.0,0,0,33,32,0.001,0,22,4,14,2558,702904,0,0.0,0,0,530.0839,424,3,188,3,0,673,0.589443,40.8213
77,4318,2572,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8323,0.0713,2,31.7,1,0.0,0.0,0.0,0,0,0,0,0,8,15,23,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,2307,152,60583,0.00046,0.506243,0.018126,36,-2,0,0.0456,0.314,0.0005,0.09,0.1129,0.63,0,0,0,1249,0,0,0,0,0.0001,0.001,0,0,0,0.0,0.0,0,0.0,0.0,0,0.3545,0.0,0,0,0,0,0,0,12,13,3,2569,701446,0,0.0,0,0,530.5743,413,1,189,1,0,673,0.618111,33.4784
78,4311,2580,1,0,1,5,1.1429,1,0,0,0,0,0,0,0,3,1.6858,-0.1464,1,30.7,1,0.0,0.0,0.0,0,0,0,0,0,14,21,35,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,2467,264,61529,0.00054,0.506219,0.018127,44,-1,1,0.0476,0.304,0.0005,0.09,0.1179,0.63,0,0,0,1983,2,0,0,0,0.0001,0.001,0,0,0,0.0,0.0,1,0.622,0.015504,0,0.3545,0.0,0,0,0,0,0.001,0,13,7,5,2575,701226,0,0.0,0,0,528.2653,415,1,188,1,2,671,0.599619,29.8042
79,4307,2688,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.3788,-0.307,1,31.8,1,0.0,0.0,0.0,0,0,0,0,0,14,21,35,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1685,297,59783,0.001176,0.506219,0.018127,108,0,0,0.0461,0.35,0.0003,0.09,0.1143,0.685,0,0,0,1571,8,0,0,0,0.0001,0.0073,0,4,4,0.000204,6.4e-05,0,2.386,0.059524,0,0.3615,0.0,0,0,12,7,0.001,0,7,8,0,2688,698858,0,0.0,0,0,521.6605,410,0,188,0,0,671,0.5829,34.3597
80,4306,2612,1,0,1,4,0.4286,1,0,0,0,0,0,0,0,3,1.4488,0.07,1,31.7,1,0.0,0.0,0.0,0,0,0,0,0,16,26,42,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,963,231,62133,0.00042,0.506219,0.018127,32,-1,0,0.0451,0.318,0.0002,0.09,0.1125,0.575,0,0,0,974,7,0,0,0,0.0001,0.0012,0,2,2,0.000534,9e-06,0,2.186,0.053599,0,0.3563,0.0,0,0,17,17,0.001,0,16,5,4,2608,700450,0,0.0,0,0,517.3865,414,1,187,1,2,669,0.609769,36.0329
81,4303,2679,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.5305,0.0817,1,30.7,1,0.0,0.0,0.0,0,0,0,0,0,16,26,42,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1449,253,61599,0.001087,0.506112,0.018129,99,-1,1,0.0457,0.212,0.0005,0.15,0.1133,0.53,0,0,0,749,1,0,0,0,0.0001,0.001,0,0,0,0.00036,0.0,0,0.28,0.007465,0,0.355,0.0,0,0,0,0,0.001,0,13,7,5,2674,697014,0,0.0,0,0,522.9099,415,1,188,1,0,673,0.600404,37.8102
82,4296,2660,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8676,0.3371,1,31.5,1,0.0,0.0,0.0,0,0,0,0,0,18,31,49,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,2026,206,63447,0.00029,0.506112,0.018129,-19,1,0,0.0478,0.26,0.0008,0.3,0.1187,0.645,0,0,0,1567,1,5,0,0,0.0001,0.001,0,0,0,5.2e-05,0.0,0,0.28,0.007519,0,0.355,0.0,0,0,0,0,0.001,0,9,3,7,2653,695218,0,0.0,0,0,509.3062,417,1,187,0,1,670,0.588745,34.4244
83,4290,2609,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8424,-0.0253,1,30.9,1,0.0,0.0,0.0,0,0,0,0,0,17,28,45,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1956,250,60161,0.000799,0.506112,0.018129,-70,0,0,0.0471,0.322,0.0004,0.36,0.1171,0.67,0,0,0,1837,9,4,0,0,0.0001,0.001,0,2,2,5.4e-05,2e-06,1,1.748,0.068992,0,0.3547,0.0,0,0,8,3,0.001,0,4,7,0,2609,693722,3,0.0936,0,0,510.3366,415,0,185,0,2,668,0.617624,38.5393
84,4284,2582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,-0.3424,1,31.7,1,0.0,0.0,0.0,0,0,0,0,0,14,28,42,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1125,318,62644,0.001067,0.506215,0.018127,-97,1,1,0.0462,0.262,0.0003,0.09,0.1149,0.42,0,0,0,1008,12,0,0,0,0.0001,0.0456,1,14,14,0.000574,0.000459,0,3.606,0.092951,0,0.4075,1e-06,1,0,259,234,0.0011,0,16,7,1,2581,694116,0,0.0,0,0,503.5003,416,0,185,0,0,668,0.596882,29.937
85,4282,2537,2,0,2,5,0.0,1,0,0,0,0,0,0,0,3,1.9183,0.4183,1,31.3,1,0.0,0.0,0.0,0,0,0,0,0,13,20,33,0.0,0,1,1,0,0,2,0,0.0,0,0,0,0,1.0,832,245,60878,0.00055,0.506215,0.018127,-45,1,0,0.0467,0.362,0.0004,0.09,0.1159,0.67,0,0,0,782,0,0,0,0,0.0001,0.001,0,1,1,6.6e-05,6.6e-05,0,0.0,0.0,0,0.3624,0.0,0,0,68,68,0.0011,0,21,4,13,2524,692474,0,0.0,0,0,513.6154,428,3,186,3,2,676,0.596197,34.8985
86,4276,2548,1,0,1,5,0.8,1,0,0,0,0,0,0,0,3,1.9056,-0.0127,1,31.0,1,0.0,0.0,0.0,0,0,0,0,0,13,20,33,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1167,248,59574,0.00044,0.506215,0.018127,-34,3,0,0.0462,0.316,0.0006,0.15,0.1145,0.64,0,0,0,1063,4,0,0,0,0.0001,0.1301,2,0,0,0.0,0.0,1,1.214,0.031397,0,0.5265,4e-06,2,0,112,57,0.0012,0,17,17,5,2543,690520,0,0.0,0,0,506.8506,420,1,185,1,2,674,0.566733,30.0375
